"","PID","index","ttype","block","phase","pair_type","S1_stim","S2_stim","S1_img","S2_img","rt","S1_chosen","S1_higher","accuracy","zscored_rt","keypress_S2","rt_keypress_s2","zscored_rt_keypress_s2","keypress_iti","rt_keypress_iti","zscored_rt_keypress_iti","keypress_isi","rt_keypress_isi","zscored_rt_keypress_isi"
"1",18183,0,"response",1,"training","adjacent",2,1,"L.jpg","N.jpg",35,0,0,1,-1.01052975446634,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"2",18183,1,"response",1,"training","adjacent",7,6,"P.jpg","M.jpg",149,0,0,1,0.129295895982523,"d",137,0.00931424856685311,"d",284,1.47908942940881,"NaN",NA,NA
"3",18183,2,"response",1,"training","adjacent",5,4,"O.jpg","Q.jpg",73,1,0,0,-0.630587870983389,"k",127,-0.0906704576128722,"k",176,0.399254602667782,"k",27,-1.09051751941013
"4",18183,3,"response",1,"training","adjacent",4,3,"Q.jpg","R.jpg",171,0,0,1,0.349262249577919,"d",122,-0.140662810702735,"d",148,0.119297425364551,"NaN",NA,NA
"5",18183,4,"response",1,"training","adjacent",3,2,"R.jpg","L.jpg",58,0,0,1,-0.780564930252977,"d",27,-1.09051751941013,"d",170,0.339263778959947,"NaN",NA,NA
"6",18183,5,"response",1,"training","adjacent",6,7,"M.jpg","P.jpg",163,1,1,1,0.269274484634139,"NaN",NA,NA,"k",131,-0.0506765751409821,"k",93,-0.430618458623938
"7",18183,6,"response",1,"training","adjacent",5,6,"O.jpg","M.jpg",60,1,1,1,-0.760567989017032,"k",68,-0.680580224073251,"k",124,-0.12066586946679,"NaN",NA,NA
"8",18183,7,"response",1,"training","adjacent",6,5,"M.jpg","O.jpg",3,1,0,0,-1.33048081424147,"k",5,-1.31048387300552,"k",15,-1.2104991668258,"NaN",NA,NA
"9",18183,8,"response",1,"training","adjacent",1,2,"N.jpg","L.jpg",239,1,1,1,1.02915825160005,"k",36,-1.00053128384837,"k",116,-0.20065363441057,"NaN",NA,NA
"10",18183,9,"response",1,"training","adjacent",3,4,"R.jpg","Q.jpg",48,1,1,1,-0.880549636432702,"k",113,-0.230649046264488,"k",85,-0.510606223567718,"k",1,-1.35047775547741
"11",18183,10,"response",1,"training","adjacent",2,3,"L.jpg","R.jpg",72,1,1,1,-0.640586341601361,"k",94,-0.420619988005966,"k",137,0.00931424856685311,"NaN",NA,NA
"12",18183,11,"response",1,"training","adjacent",4,5,"Q.jpg","O.jpg",375,1,1,1,2.38895025564431,"k",28,-1.08051904879215,"k",162,0.259276014016166,"NaN",NA,NA
"13",18183,12,"response",2,"training","adjacent",3,2,"R.jpg","L.jpg",195,1,0,0,0.58922554440926,"k",193,0.569228603173315,"k",59,-0.770566459635004,"k",55,-0.810560342106894
"14",18183,13,"response",2,"training","adjacent",4,3,"Q.jpg","R.jpg",249,0,0,1,1.12914295777978,"d",139,0.0293111898027982,"d",264,1.27912001704936,"NaN",NA,NA
"15",18183,14,"response",2,"training","adjacent",5,4,"O.jpg","Q.jpg",33,0,0,1,-1.03052669570229,"NaN",NA,NA,"d",232,0.959168957274243,"d",71,-0.650584812219334
"16",18183,15,"response",2,"training","adjacent",7,6,"P.jpg","M.jpg",5,0,0,1,-1.31048387300552,"NaN",NA,NA,"d",221,0.849185780476545,"d",22,-1.14050987249999
"17",18183,16,"response",2,"training","adjacent",1,2,"N.jpg","L.jpg",269,0,1,0,1.32911237013923,"d",159,0.229280602162249,"d",150,0.139294366600496,"NaN",NA,NA
"18",18183,17,"response",2,"training","adjacent",4,5,"Q.jpg","O.jpg",83,0,1,0,-0.530603164803663,"d",6,-1.30048540238755,"k",9,-1.27048999053363,"NaN",NA,NA
"19",18183,18,"response",2,"training","adjacent",6,7,"M.jpg","P.jpg",223,1,1,1,0.869182721712491,"k",176,0.399254602667782,"k",241,1.049155192836,"k",12,-1.24049457867971
"20",18183,19,"response",2,"training","adjacent",2,3,"L.jpg","R.jpg",104,1,1,1,-0.32063528182624,"k",58,-0.780564930252977,"k",143,0.0693050722746883,"NaN",NA,NA
"21",18183,20,"response",2,"training","adjacent",3,4,"R.jpg","Q.jpg",177,0,1,0,0.409253073285754,"d",106,-0.300638340590295,"d",125,-0.110667398848817,"NaN",NA,NA
"22",18183,21,"response",2,"training","adjacent",5,6,"O.jpg","M.jpg",17,0,1,0,-1.19050222558985,"NaN",NA,NA,"d",106,-0.300638340590295,"d",68,-0.680580224073251
"23",18183,22,"response",2,"training","adjacent",2,1,"L.jpg","N.jpg",233,1,0,0,0.969167427892216,"NaN",NA,NA,"k",46,-0.900546577668647,"k",26,-1.1005159900281
"24",18183,23,"response",2,"training","adjacent",6,5,"M.jpg","O.jpg",248,1,0,0,1.1191444871618,"k",215,0.78919495676871,"k",131,-0.0506765751409821,"k",2,-1.34047928485944
"25",18183,24,"response",3,"training","adjacent",7,6,"P.jpg","M.jpg",32,1,0,0,-1.04052516632026,"k",0,-1.36047622609538,"k",69,-0.670581753455279,"NaN",NA,NA
"26",18183,25,"response",3,"training","adjacent",4,5,"Q.jpg","O.jpg",65,1,1,1,-0.710575635927169,"k",2,-1.34047928485944,"k",261,1.24912460519545,"NaN",NA,NA
"27",18183,26,"response",3,"training","adjacent",5,6,"O.jpg","M.jpg",84,1,1,1,-0.520604694185691,"k",58,-0.780564930252977,"k",281,1.4490940175549,"NaN",NA,NA
"28",18183,27,"response",3,"training","adjacent",4,3,"Q.jpg","R.jpg",58,0,0,1,-0.780564930252977,"k",70,-0.660583282837306,"d",193,0.569228603173315,"NaN",NA,NA
"29",18183,28,"response",3,"training","adjacent",6,7,"M.jpg","P.jpg",9,0,1,0,-1.27048999053363,"NaN",NA,NA,"d",133,-0.030679633905037,"d",84,-0.520604694185691
"30",18183,29,"response",3,"training","adjacent",3,2,"R.jpg","L.jpg",NA,NA,0,0,NA,"d",76,-0.600592459129471,"NaN",NA,NA,"NaN",NA,NA
"31",18183,30,"response",3,"training","adjacent",3,4,"R.jpg","Q.jpg",359,0,1,0,2.22897472575675,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"32",18183,31,"response",3,"training","adjacent",6,5,"M.jpg","O.jpg",101,0,0,1,-0.350630693680158,"NaN",NA,NA,"NaN",NA,NA,"d",5,-1.31048387300552
"33",18183,32,"response",3,"training","adjacent",2,3,"L.jpg","R.jpg",12,0,1,0,-1.24049457867971,"d",11,-1.25049304929769,"d",152,0.159291307836441,"NaN",NA,NA
"34",18183,33,"response",3,"training","adjacent",2,1,"L.jpg","N.jpg",126,0,0,1,-0.100668928230845,"d",3,-1.33048081424147,"d",343,2.06899919586919,"NaN",NA,NA
"35",18183,34,"response",3,"training","adjacent",1,2,"N.jpg","L.jpg",24,0,1,0,-1.12051293126404,"NaN",NA,NA,"d",53,-0.830557283342839,"d",74,-0.620589400365416
"36",18183,35,"response",3,"training","adjacent",5,4,"O.jpg","Q.jpg",176,1,0,0,0.399254602667782,"k",48,-0.880549636432702,"k",75,-0.610590929747444,"NaN",NA,NA
"37",18183,36,"response",4,"test","non_adjacent",5,3,"O.jpg","R.jpg",NA,NA,0,0,NA,"NaN",NA,NA,"n",155,0.189286719690359,"NaN",NA,NA
"38",18183,37,"response",4,"test","non_adjacent",3,1,"R.jpg","N.jpg",NA,NA,0,0,NA,"n",187,0.50923777946548,"k",14,-1.22049763744377,"n",87,-0.490609282331773
"39",18183,38,"response",4,"test","non_adjacent",1,3,"N.jpg","R.jpg",41,1,1,1,-0.95053893075851,"k",39,-0.970535871994455,"k",190,0.539233191319397,"NaN",NA,NA
"40",18183,39,"response",4,"test","adjacent",4,3,"Q.jpg","R.jpg",84,1,0,0,-0.520604694185691,"k",71,-0.650584812219334,"k",239,1.02915825160005,"NaN",NA,NA
"41",18183,40,"response",4,"test","non_adjacent",7,1,"P.jpg","N.jpg",74,1,0,0,-0.620589400365416,"k",82,-0.540601635421636,"k",178,0.419251543903727,"NaN",NA,NA
"42",18183,41,"response",4,"test","non_adjacent",4,2,"Q.jpg","L.jpg",NA,NA,0,0,NA,"space",152,0.159291307836441,"space",243,1.06915213407194,"NaN",NA,NA
"43",18183,42,"response",4,"test","non_adjacent",4,1,"Q.jpg","N.jpg",NA,NA,0,0,NA,"space",127,-0.0906704576128722,"k",354,2.17898237266689,"NaN",NA,NA
"44",18183,43,"response",4,"test","non_adjacent",7,2,"P.jpg","L.jpg",256,1,0,0,1.19913225210558,"k",182,0.459245426375617,"k",71,-0.650584812219334,"NaN",NA,NA
"45",18183,44,"response",4,"test","adjacent",2,3,"L.jpg","R.jpg",433,1,1,1,2.96886155148672,"k",241,1.049155192836,"k",280,1.43909554693692,"k",32,-1.04052516632026
"46",18183,45,"response",4,"test","non_adjacent",5,1,"O.jpg","N.jpg",NA,NA,0,0,NA,"k",173,0.369259190813864,"d",118,-0.180656693174625,"NaN",NA,NA
"47",18183,46,"response",4,"test","non_adjacent",2,4,"L.jpg","Q.jpg",187,0,1,0,0.50923777946548,"d",31,-1.05052363693823,"d",219,0.8291888392406,"NaN",NA,NA
"48",18183,47,"response",4,"test","non_adjacent",1,4,"N.jpg","Q.jpg",305,0,1,0,1.68905731238624,"d",168,0.319266837724001,"k",205,0.689210250588985,"NaN",NA,NA
"49",18183,48,"response",4,"test","non_adjacent",7,3,"P.jpg","R.jpg",288,1,0,0,1.51908331188071,"k",195,0.58922554440926,"k",358,2.21897625513878,"NaN",NA,NA
"50",18183,49,"response",4,"test","adjacent",1,2,"N.jpg","L.jpg",311,1,1,1,1.74904813609407,"k",217,0.809191898004655,"NaN",NA,NA,"NaN",NA,NA
"51",18183,50,"response",4,"test","adjacent",3,4,"R.jpg","Q.jpg",77,1,1,1,-0.590593988511499,"NaN",NA,NA,"k",471,3.34880343496968,"k",79,-0.570597047275554
"52",18183,51,"response",4,"test","non_adjacent",5,2,"O.jpg","L.jpg",33,1,0,0,-1.03052669570229,"NaN",NA,NA,"d",362,2.25897013761067,"k",23,-1.13051140188202
"53",18183,52,"response",4,"test","adjacent",3,2,"R.jpg","L.jpg",16,0,0,1,-1.20050069620782,"NaN",NA,NA,"d",455,3.18882790508212,"d",57,-0.790563400870949
"54",18183,53,"response",4,"test","adjacent",2,1,"L.jpg","N.jpg",173,0,0,1,0.369259190813864,"NaN",NA,NA,"d",325,1.88902672474569,"d",81,-0.550600106039609
"55",18183,54,"response",4,"test","non_adjacent",6,3,"M.jpg","R.jpg",333,0,0,1,1.96901448968947,"d",192,0.559230132555342,"d",275,1.38910319384706,"NaN",NA,NA
"56",18183,55,"response",4,"test","non_adjacent",6,2,"M.jpg","L.jpg",321,0,0,1,1.8490328422738,"d",191,0.54923166193737,"d",316,1.79904048918394,"NaN",NA,NA
"57",18183,56,"response",4,"test","non_adjacent",6,1,"M.jpg","N.jpg",203,0,0,1,0.66921330935304,"d",113,-0.230649046264488,"d",263,1.26912154643139,"NaN",NA,NA
"58",18183,57,"response",5,"test","non_adjacent",6,4,"M.jpg","Q.jpg",56,1,0,0,-0.800561871488922,"k",39,-0.970535871994455,"k",44,-0.920543518904592,"NaN",NA,NA
"59",18183,58,"response",5,"test","non_adjacent",3,5,"R.jpg","O.jpg",101,1,1,1,-0.350630693680158,"k",97,-0.390624576152048,"k",312,1.75904660671205,"NaN",NA,NA
"60",18183,59,"response",5,"test","adjacent",5,4,"O.jpg","Q.jpg",87,1,0,0,-0.490609282331773,"k",50,-0.860552695196757,"k",132,-0.0406781045230095,"NaN",NA,NA
"61",18183,60,"response",5,"test","adjacent",5,6,"O.jpg","M.jpg",130,1,1,1,-0.0606750457589546,"k",129,-0.0706735163769271,"k",188,0.519236250083452,"NaN",NA,NA
"62",18183,61,"response",5,"test","non_adjacent",4,7,"Q.jpg","P.jpg",322,1,1,1,1.85903131289177,"k",207,0.70920719182493,"k",199,0.62921942688115,"k",24,-1.12051293126404
"63",18183,62,"response",5,"test","adjacent",7,6,"P.jpg","M.jpg",317,1,0,0,1.80903895980191,"k",223,0.869182721712491,"k",64,-0.720574106545142,"k",59,-0.770566459635004
"64",18183,63,"response",5,"test","non_adjacent",1,5,"N.jpg","O.jpg",353,1,1,1,2.16898390204892,"k",6,-1.30048540238755,"k",170,0.339263778959947,"NaN",NA,NA
"65",18183,64,"response",5,"test","non_adjacent",5,7,"O.jpg","P.jpg",164,1,1,1,0.279272955252111,"k",185,0.489240838229535,"d",68,-0.680580224073251,"NaN",NA,NA
"66",18183,65,"response",5,"test","non_adjacent",3,7,"R.jpg","P.jpg",214,0,1,0,0.779196486150738,"d",180,0.439248485139672,"d",53,-0.830557283342839,"NaN",NA,NA
"67",18183,66,"response",5,"test","adjacent",4,5,"Q.jpg","O.jpg",159,0,1,0,0.229280602162249,"d",146,0.0993004841286059,"d",120,-0.16065975193868,"NaN",NA,NA
"68",18183,67,"response",5,"test","non_adjacent",1,6,"N.jpg","M.jpg",175,1,1,1,0.389256132049809,"k",196,0.599224015027232,"k",128,-0.0806719869948996,"k",62,-0.740571047781087
"69",18183,68,"response",5,"test","non_adjacent",4,6,"Q.jpg","M.jpg",46,1,1,1,-0.900546577668647,"k",48,-0.880549636432702,"k",134,-0.0206811632870645,"NaN",NA,NA
"70",18183,69,"response",5,"test","non_adjacent",2,7,"L.jpg","P.jpg",292,1,1,1,1.55907719435259,"k",77,-0.590593988511499,"k",133,-0.030679633905037,"NaN",NA,NA
"71",18183,70,"response",5,"test","non_adjacent",1,7,"N.jpg","P.jpg",118,0,1,0,-0.180656693174625,"d",92,-0.440616929241911,"d",49,-0.870551165814729,"NaN",NA,NA
"72",18183,71,"response",5,"test","adjacent",6,7,"M.jpg","P.jpg",137,0,1,0,0.00931424856685311,"d",114,-0.220650575646515,"d",62,-0.740571047781087,"NaN",NA,NA
"73",18183,72,"response",5,"test","adjacent",6,5,"M.jpg","O.jpg",269,0,0,1,1.32911237013923,"d",221,0.849185780476545,"d",172,0.359260720195892,"d",0,-1.36047622609538
"74",18183,73,"response",5,"test","non_adjacent",7,4,"P.jpg","Q.jpg",45,0,0,1,-0.91054504828662,"d",0,-1.36047622609538,"d",186,0.499239308847507,"NaN",NA,NA
"75",18183,74,"response",5,"test","non_adjacent",2,6,"L.jpg","M.jpg",69,0,1,0,-0.670581753455279,"d",18,-1.18050375497188,"d",128,-0.0806719869948996,"NaN",NA,NA
"76",18183,75,"response",5,"test","non_adjacent",2,5,"L.jpg","O.jpg",22,0,1,0,-1.14050987249999,"NaN",NA,NA,"d",87,-0.490609282331773,"d",96,-0.400623046770021
"77",18183,76,"response",5,"test","non_adjacent",3,6,"R.jpg","M.jpg",288,0,1,0,1.51908331188071,"d",200,0.639217897499122,"d",96,-0.400623046770021,"d",1,-1.35047775547741
"78",18183,77,"response",5,"test","non_adjacent",7,5,"P.jpg","O.jpg",23,0,0,1,-1.13051140188202,"NaN",NA,NA,"d",274,1.37910472322909,"NaN",NA,NA
"79",18183,78,"response",6,"test","non_adjacent",3,1,"R.jpg","N.jpg",234,1,0,0,0.979165898510188,"k",11,-1.25049304929769,"k",28,-1.08051904879215,"NaN",NA,NA
"80",18183,79,"response",6,"test","adjacent",1,2,"N.jpg","L.jpg",74,1,1,1,-0.620589400365416,"k",57,-0.790563400870949,"k",160,0.239279072780221,"NaN",NA,NA
"81",18183,80,"response",6,"test","non_adjacent",4,1,"Q.jpg","N.jpg",260,1,0,0,1.23912613457747,"k",211,0.74920107429682,"k",59,-0.770566459635004,"k",18,-1.18050375497188
"82",18183,81,"response",6,"test","non_adjacent",2,4,"L.jpg","Q.jpg",185,1,1,1,0.489240838229535,"k",195,0.58922554440926,"k",250,1.13914142839775,"NaN",NA,NA
"83",18183,82,"response",6,"test","non_adjacent",7,3,"P.jpg","R.jpg",78,1,0,0,-0.580595517893526,"k",84,-0.520604694185691,"k",44,-0.920543518904592,"NaN",NA,NA
"84",18183,83,"response",6,"test","non_adjacent",6,1,"M.jpg","N.jpg",157,1,0,0,0.209283660926304,"k",182,0.459245426375617,"d",274,1.37910472322909,"k",29,-1.07052057817418
"85",18183,84,"response",6,"test","adjacent",3,4,"R.jpg","Q.jpg",90,0,1,0,-0.460613870477856,"d",63,-0.730572577163114,"d",83,-0.530603164803663,"NaN",NA,NA
"86",18183,85,"response",6,"test","non_adjacent",1,3,"N.jpg","R.jpg",248,0,1,0,1.1191444871618,"d",214,0.779196486150738,"d",104,-0.32063528182624,"d",32,-1.04052516632026
"87",18183,86,"response",6,"test","non_adjacent",6,3,"M.jpg","R.jpg",249,0,0,1,1.12914295777978,"d",213,0.769198015532765,"d",292,1.55907719435259,"d",57,-0.790563400870949
"88",18183,87,"response",6,"test","adjacent",2,3,"L.jpg","R.jpg",136,0,1,0,-0.000684222051119419,"d",83,-0.530603164803663,"d",47,-0.890548107050674,"NaN",NA,NA
"89",18183,88,"response",6,"test","non_adjacent",1,4,"N.jpg","Q.jpg",129,1,1,1,-0.0706735163769271,"k",88,-0.480610811713801,"k",130,-0.0606750457589546,"NaN",NA,NA
"90",18183,89,"response",6,"test","adjacent",3,2,"R.jpg","L.jpg",113,1,0,0,-0.230649046264488,"k",149,0.129295895982523,"k",26,-1.1005159900281,"NaN",NA,NA
"91",18183,90,"response",6,"test","non_adjacent",5,2,"O.jpg","L.jpg",19,1,0,0,-1.17050528435391,"k",49,-0.870551165814729,"k",21,-1.15050834311796,"NaN",NA,NA
"92",18183,91,"response",6,"test","non_adjacent",5,3,"O.jpg","R.jpg",71,1,0,0,-0.650584812219334,"k",94,-0.420619988005966,"k",6,-1.30048540238755,"NaN",NA,NA
"93",18183,92,"response",6,"test","non_adjacent",4,2,"Q.jpg","L.jpg",84,1,0,0,-0.520604694185691,"k",94,-0.420619988005966,"k",40,-0.960537401376482,"NaN",NA,NA
"94",18183,93,"response",6,"test","non_adjacent",6,2,"M.jpg","L.jpg",NA,NA,0,0,NA,"k",202,0.659214838735067,"m",42,-0.940540460140537,"NaN",NA,NA
"95",18183,94,"response",6,"test","non_adjacent",7,2,"P.jpg","L.jpg",NA,NA,0,0,NA,"m",217,0.809191898004655,"d",336,1.99900990154339,"m",75,-0.610590929747444
"96",18183,95,"response",6,"test","adjacent",4,3,"Q.jpg","R.jpg",59,0,0,1,-0.770566459635004,"NaN",NA,NA,"d",195,0.58922554440926,"NaN",NA,NA
"97",18183,96,"response",6,"test","non_adjacent",7,1,"P.jpg","N.jpg",216,0,0,1,0.799193427386683,"d",197,0.609222485645205,"d",307,1.70905425362218,"NaN",NA,NA
"98",18183,97,"response",6,"test","non_adjacent",5,1,"O.jpg","N.jpg",116,0,0,1,-0.20065363441057,"d",68,-0.680580224073251,"d",259,1.2291276639595,"NaN",NA,NA
"99",18183,98,"response",6,"test","adjacent",2,1,"L.jpg","N.jpg",140,0,0,1,0.0393096604207707,"d",89,-0.470612341095828,"d",268,1.31911389952125,"NaN",NA,NA
"100",18183,99,"response",7,"test","non_adjacent",4,6,"Q.jpg","M.jpg",227,1,1,1,0.909176604184381,"k",219,0.8291888392406,"k",264,1.27912001704936,"k",58,-0.780564930252977
"101",18183,100,"response",7,"test","non_adjacent",3,6,"R.jpg","M.jpg",24,1,1,1,-1.12051293126404,"k",3,-1.33048081424147,"k",373,2.36895331440837,"NaN",NA,NA
"102",18183,101,"response",7,"test","adjacent",4,5,"Q.jpg","O.jpg",43,1,1,1,-0.930541989522565,"k",39,-0.970535871994455,"k",147,0.109298954746578,"NaN",NA,NA
"103",18183,102,"response",7,"test","non_adjacent",4,7,"Q.jpg","P.jpg",148,0,1,0,0.119297425364551,"d",104,-0.32063528182624,"d",201,0.649216368117095,"NaN",NA,NA
"104",18183,103,"response",7,"test","non_adjacent",1,6,"N.jpg","M.jpg",185,0,1,0,0.489240838229535,"d",110,-0.260644458118405,"d",98,-0.380626105534075,"NaN",NA,NA
"105",18183,104,"response",7,"test","non_adjacent",7,5,"P.jpg","O.jpg",171,0,0,1,0.349262249577919,"d",52,-0.840555753960812,"d",215,0.78919495676871,"NaN",NA,NA
"106",18183,105,"response",7,"test","non_adjacent",2,6,"L.jpg","M.jpg",96,1,1,1,-0.400623046770021,"k",76,-0.600592459129471,"k",156,0.199285190308331,"NaN",NA,NA
"107",18183,106,"response",7,"test","adjacent",7,6,"P.jpg","M.jpg",118,1,0,0,-0.180656693174625,"NaN",NA,NA,"k",107,-0.290639869972323,"k",71,-0.650584812219334
"108",18183,107,"response",7,"test","adjacent",6,7,"M.jpg","P.jpg",143,1,1,1,0.0693050722746883,"k",136,-0.000684222051119419,"k",183,0.469243896993589,"NaN",NA,NA
"109",18183,108,"response",7,"test","non_adjacent",3,7,"R.jpg","P.jpg",44,1,1,1,-0.920543518904592,"k",0,-1.36047622609538,"k",184,0.479242367611562,"NaN",NA,NA
"110",18183,109,"response",7,"test","non_adjacent",2,5,"L.jpg","O.jpg",442,1,1,1,3.05884778704847,"k",230,0.939172016038298,"k",226,0.899178133566408,"k",42,-0.940540460140537
"111",18183,110,"response",7,"test","non_adjacent",5,7,"O.jpg","P.jpg",222,0,1,0,0.859184251094518,"d",151,0.149292837218469,"d",154,0.179288249072386,"NaN",NA,NA
"112",18183,111,"response",7,"test","non_adjacent",1,5,"N.jpg","O.jpg",119,1,1,1,-0.170658222556652,"k",121,-0.150661281320707,"k",152,0.159291307836441,"NaN",NA,NA
"113",18183,112,"response",7,"test","adjacent",5,6,"O.jpg","M.jpg",5,0,1,0,-1.31048387300552,"NaN",NA,NA,"d",95,-0.410621517387993,"d",55,-0.810560342106894
"114",18183,113,"response",7,"test","non_adjacent",2,7,"L.jpg","P.jpg",286,1,1,1,1.49908637064476,"k",211,0.74920107429682,"k",245,1.08914907530789,"k",46,-0.900546577668647
"115",18183,114,"response",7,"test","non_adjacent",6,4,"M.jpg","Q.jpg",197,1,0,0,0.609222485645205,"k",213,0.769198015532765,"k",172,0.359260720195892,"k",44,-0.920543518904592
"116",18183,115,"response",7,"test","adjacent",5,4,"O.jpg","Q.jpg",93,1,0,0,-0.430618458623938,"k",122,-0.140662810702735,"k",43,-0.930541989522565,"NaN",NA,NA
"117",18183,116,"response",7,"test","adjacent",6,5,"M.jpg","O.jpg",23,1,0,0,-1.13051140188202,"k",10,-1.26049151991566,"k",71,-0.650584812219334,"NaN",NA,NA
"118",18183,117,"response",7,"test","non_adjacent",7,4,"P.jpg","Q.jpg",84,1,0,0,-0.520604694185691,"k",76,-0.600592459129471,"k",24,-1.12051293126404,"NaN",NA,NA
"119",18183,118,"response",7,"test","non_adjacent",3,5,"R.jpg","O.jpg",190,1,1,1,0.539233191319397,"k",59,-0.770566459635004,"k",196,0.599224015027232,"NaN",NA,NA
"120",18183,119,"response",7,"test","non_adjacent",1,7,"N.jpg","P.jpg",71,1,1,1,-0.650584812219334,"k",93,-0.430618458623938,"NaN",NA,NA,"NaN",NA,NA
"121",18183,120,"response",8,"test","non_adjacent",7,3,"P.jpg","R.jpg",NA,NA,0,0,NA,"s",9,-1.27048999053363,"s",158,0.219282131544276,"NaN",NA,NA
"122",18183,121,"response",8,"test","non_adjacent",6,1,"M.jpg","N.jpg",NA,NA,0,0,NA,"s",191,0.54923166193737,"s",6,-1.30048540238755,"s",3,-1.33048081424147
"123",18183,122,"response",8,"test","non_adjacent",6,3,"M.jpg","R.jpg",222,0,0,1,0.859184251094518,"d",193,0.569228603173315,"d",200,0.639217897499122,"NaN",NA,NA
"124",18183,123,"response",8,"test","non_adjacent",5,3,"O.jpg","R.jpg",218,0,0,1,0.819190368622628,"d",214,0.779196486150738,"d",141,0.0493081310387432,"d",38,-0.980534342612427
"125",18183,124,"response",8,"test","non_adjacent",7,2,"P.jpg","L.jpg",158,1,0,0,0.219282131544276,"k",17,-1.19050222558985,"k",148,0.119297425364551,"NaN",NA,NA
"126",18183,125,"response",8,"test","non_adjacent",4,2,"Q.jpg","L.jpg",183,1,0,0,0.469243896993589,"k",24,-1.12051293126404,"k",186,0.499239308847507,"NaN",NA,NA
"127",18183,126,"response",8,"test","adjacent",3,4,"R.jpg","Q.jpg",141,1,1,1,0.0493081310387432,"k",41,-0.95053893075851,"NaN",NA,NA,"NaN",NA,NA
"128",18183,127,"response",8,"test","non_adjacent",6,2,"M.jpg","L.jpg",NA,NA,0,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"129",18183,128,"response",8,"test","adjacent",4,3,"Q.jpg","R.jpg",NA,NA,0,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"130",18183,129,"response",8,"test","adjacent",2,3,"L.jpg","R.jpg",NA,NA,1,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"131",18183,130,"response",8,"test","non_adjacent",1,3,"N.jpg","R.jpg",NA,NA,1,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"132",18183,131,"response",8,"test","non_adjacent",5,1,"O.jpg","N.jpg",NA,NA,0,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"133",18183,132,"response",8,"test","adjacent",1,2,"N.jpg","L.jpg",NA,NA,1,0,NA,"NaN",NA,NA,"",374,2.37895178502634,"NaN",NA,NA
"134",18183,133,"response",8,"test","non_adjacent",5,2,"O.jpg","L.jpg",NA,NA,0,0,NA,"capslock",146,0.0993004841286059,"NaN",NA,NA,"NaN",NA,NA
"135",18183,134,"response",8,"test","non_adjacent",7,1,"P.jpg","N.jpg",NA,NA,0,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"136",18183,135,"response",8,"test","non_adjacent",2,4,"L.jpg","Q.jpg",NA,NA,1,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"137",18183,136,"response",8,"test","non_adjacent",4,1,"Q.jpg","N.jpg",NA,NA,0,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"138",18183,137,"response",8,"test","non_adjacent",3,1,"R.jpg","N.jpg",NA,NA,0,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"139",18183,138,"response",8,"test","adjacent",2,1,"L.jpg","N.jpg",NA,NA,0,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"140",18183,139,"response",8,"test","non_adjacent",1,4,"N.jpg","Q.jpg",NA,NA,1,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"141",18183,140,"response",8,"test","adjacent",3,2,"R.jpg","L.jpg",NA,NA,0,0,NA,"NaN",NA,NA,"NaN",NA,NA,"NaN",NA,NA
"142",18183,141,"response",9,"test","non_adjacent",4,6,"Q.jpg","M.jpg",NA,NA,1,0,NA,"NaN",NA,NA,"k",268,1.31911389952125,"NaN",NA,NA
"143",18183,142,"response",9,"test","adjacent",5,6,"O.jpg","M.jpg",190,1,1,1,0.539233191319397,"k",199,0.62921942688115,"k",154,0.179288249072386,"k",6,-1.30048540238755
"144",18183,143,"response",9,"test","non_adjacent",4,7,"Q.jpg","P.jpg",191,1,1,1,0.54923166193737,"k",62,-0.740571047781087,"k",103,-0.330633752444213,"NaN",NA,NA
"145",18183,144,"response",9,"test","non_adjacent",1,5,"N.jpg","O.jpg",161,1,1,1,0.249277543398194,"k",26,-1.1005159900281,"k",81,-0.550600106039609,"NaN",NA,NA
"146",18183,145,"response",9,"test","non_adjacent",3,6,"R.jpg","M.jpg",130,1,1,1,-0.0606750457589546,"k",193,0.569228603173315,"k",93,-0.430618458623938,"k",100,-0.36062916429813
"147",18183,146,"response",9,"test","non_adjacent",7,4,"P.jpg","Q.jpg",154,1,0,0,0.179288249072386,"k",10,-1.26049151991566,"k",190,0.539233191319397,"NaN",NA,NA
"148",18183,147,"response",9,"test","non_adjacent",6,4,"M.jpg","Q.jpg",138,1,0,0,0.0193127191848256,"k",20,-1.16050681373593,"k",173,0.369259190813864,"NaN",NA,NA
